rainfall_mm,avg_temp_c,soil_ph,humidity_pct,sunlight_hours,fertilizer_kg_ha,planting_density_k_ha,pest_incidence_pct,variety,soil_type,yield_tonnes_ha
1500.3,22.6,5.32,86.7,7.88,20.7,11.52,9.4,TMS 30572,Loam,25.56
389.0,25.2,5.97,70.3,5.92,158.8,9.49,25.8,TMS 30572,Sandy-Loam,25.18
1403.4,28.0,5.14,73.8,6.67,208.5,9.86,16.5,TME 419,Loam,29.28
1003.8,30.8,6.97,79.7,5.21,64.4,8.95,20.1,TMS 30572,Loam,25.98
650.8,25.7,5.05,61.3,6.9,104.3,10.23,18.7,Local,Loam,21.23
1353.4,24.9,5.86,70.6,5.95,84.0,9.91,13.8,Local,Sandy,23.42
1612.1,21.1,5.27,71.5,7.76,194.1,7.9,6.4,Local,Loam,22.32
1158.8,27.3,6.4,58.5,7.43,125.7,14.21,14.2,TMS 98/0505,Loam,30.19
1485.9,33.1,5.77,97.8,5.91,223.7,6.28,24.9,Local,Loam,19.24
1683.7,27.8,5.64,53.1,6.35,144.8,11.8,10.6,TMS 30572,Sandy,23.56
1594.5,26.9,6.6,54.4,5.84,134.5,9.75,23.9,Local,Loam,24.35
1692.0,28.0,6.02,85.8,4.8,124.1,14.75,22.4,TME 419,Loam,28.17
1422.6,27.0,6.36,78.6,5.47,169.1,10.85,12.0,TMS 98/0505,Sandy,25.83
1222.6,24.6,5.31,57.7,6.74,15.7,9.1,28.9,TME 419,Sandy,21.17
719.4,29.5,5.02,77.3,6.89,125.1,9.38,11.4,Local,Sandy-Loam,21.43
1126.2,27.7,6.08,87.6,6.68,115.8,10.1,30.1,Local,Loam,25.79
947.0,27.1,5.78,69.6,6.14,163.5,7.14,19.3,TMS 98/0505,Sandy,24.55
1851.3,24.1,6.44,100.0,7.62,108.7,8.08,14.8,TME 419,Clay,24.94
1147.2,30.9,5.94,49.3,6.58,57.7,5.54,6.1,TME 419,Sandy,22.95
1237.0,29.0,6.14,78.3,7.34,120.4,7.69,14.1,TME 419,Clay,27.33
1365.4,25.3,4.86,84.0,4.37,55.0,10.23,13.0,TME 419,Clay,22.85
1213.1,30.0,7.32,80.7,2.0,4.5,10.75,2.4,Local,Clay,17.93
1708.5,25.5,5.89,67.5,6.84,163.6,5.05,12.8,TMS 30572,Clay,26.53
1013.2,24.7,6.49,66.5,4.79,154.7,9.66,7.0,TMS 30572,Sandy,26.08
1258.4,24.7,5.41,75.3,6.25,148.0,11.41,20.9,Local,Clay,21.47
977.3,21.7,6.22,79.8,6.14,198.2,9.59,28.1,TMS 30572,Sandy,23.15
804.0,28.4,5.09,77.2,8.4,80.1,8.42,2.7,TMS 98/0505,Loam,29.38
1016.5,21.5,6.32,82.5,6.98,34.1,8.97,32.1,TMS 98/0505,Sandy-Loam,25.45
1188.9,23.3,5.75,57.8,6.7,115.8,8.65,13.7,Local,Loam,23.04
1071.2,20.8,6.02,67.3,7.5,99.1,8.41,5.2,TME 419,Sandy-Loam,25.96
992.3,26.7,6.49,58.7,6.94,69.5,10.43,22.6,TMS 98/0505,Sandy,24.35
778.1,26.5,5.14,65.4,5.95,115.2,15.77,10.5,Local,Loam,21.51
1175.1,26.0,5.52,82.2,7.79,83.3,8.14,14.2,Local,Sandy,20.74
748.6,23.9,6.32,71.3,5.17,9.8,9.2,11.0,TMS 98/0505,Clay,25.18
1428.0,23.5,7.47,100.0,6.89,93.5,9.87,6.8,TME 419,Sandy,23.29
1224.7,28.4,5.9,72.3,4.64,51.8,8.28,22.2,TME 419,Sandy,22.67
762.7,25.3,6.41,70.7,6.74,133.9,12.75,12.1,TME 419,Loam,27.99
1107.2,27.9,5.93,71.3,6.73,80.6,4.07,0.6,TMS 30572,Clay,27.43
974.4,24.3,7.36,62.3,8.51,186.7,8.67,20.5,TME 419,Sandy,23.02
1295.8,27.5,4.78,69.3,4.62,216.2,12.05,2.9,TMS 98/0505,Sandy-Loam,26.75
1602.1,30.9,6.07,83.5,5.78,160.8,9.26,3.5,TMS 30572,Sandy,25.39
637.4,28.8,4.86,71.4,7.49,26.9,7.95,26.9,TME 419,Sandy,20.5
1234.5,25.8,4.25,60.5,6.9,210.3,11.1,3.0,TME 419,Loam,26.03
1152.0,27.8,6.21,58.9,6.72,214.5,12.27,0.0,Local,Sandy-Loam,25.95
1401.4,26.3,6.1,64.6,5.35,121.1,10.53,21.2,TMS 30572,Sandy,26.59
1264.0,27.0,5.8,70.9,5.79,199.4,8.0,12.0,TME 419,Sandy,22.18
974.4,26.0,5.93,84.3,7.99,86.9,11.14,12.8,TMS 98/0505,Clay,29.73
1104.3,26.5,8.17,53.9,6.44,8.0,8.99,11.9,TME 419,Loam,20.64
961.2,27.6,5.82,66.2,6.95,74.4,11.86,17.3,TME 419,Clay,25.83
1522.8,24.0,6.36,71.7,6.36,223.8,13.71,7.5,TME 419,Sandy,25.04
1206.4,24.0,5.55,48.0,5.08,30.5,4.0,29.8,TMS 30572,Loam,25.16
1770.4,22.8,6.21,60.0,7.62,120.0,10.28,0.2,TME 419,Loam,27.23
1181.8,22.2,5.83,61.8,7.1,122.0,5.66,19.4,Local,Loam,24.75
987.5,23.3,5.71,60.4,9.27,89.2,16.1,21.4,TMS 98/0505,Clay,25.21
745.9,27.5,7.27,72.3,5.28,93.4,8.83,7.4,TME 419,Clay,24.85
659.1,24.3,6.82,68.1,7.49,124.3,11.87,4.8,TME 419,Loam,27.15
724.8,28.5,6.1,63.3,4.93,86.3,9.91,25.2,TMS 30572,Sandy-Loam,24.48
1280.1,27.1,4.39,75.1,6.69,34.7,7.99,5.1,TMS 30572,Loam,26.05
1352.6,21.1,5.75,90.7,7.67,132.9,7.69,8.9,TME 419,Sandy,24.16
725.6,29.0,7.89,89.7,4.01,184.4,13.96,23.9,Local,Clay,17.58
1468.5,29.4,5.84,46.9,6.25,172.2,12.39,15.3,TMS 30572,Clay,26.16
1055.1,24.0,6.77,76.9,5.82,71.4,14.86,0.0,Local,Sandy,19.85
1244.0,28.3,7.01,67.9,5.66,44.9,10.14,32.5,TMS 30572,Clay,25.99
1683.7,24.4,6.15,71.9,6.96,102.9,10.72,9.7,Local,Loam,27.71
1469.1,27.3,5.41,65.2,7.84,214.1,9.33,11.0,TME 419,Clay,27.12
1119.4,23.2,4.3,71.4,6.34,158.7,9.28,17.6,Local,Sandy-Loam,17.32
932.6,21.6,6.48,71.8,6.75,162.2,7.4,21.3,TME 419,Loam,27.42
554.5,25.9,5.43,63.1,6.64,173.4,10.21,34.6,TMS 30572,Sandy,21.73
984.3,26.6,6.12,59.2,6.5,145.2,8.03,0.0,Local,Clay,24.74
1136.7,25.8,5.13,64.6,5.19,127.2,11.1,23.3,TME 419,Clay,23.47
903.8,23.4,5.81,72.8,7.83,159.7,10.43,22.4,TMS 98/0505,Sandy,27.76
1160.6,25.8,6.02,77.2,6.85,87.2,10.72,13.6,TME 419,Loam,28.19
1223.1,27.8,6.19,80.2,6.97,35.1,14.19,22.9,TMS 30572,Sandy-Loam,27.38
1132.5,26.9,5.22,64.1,5.53,163.4,9.91,24.3,TMS 98/0505,Loam,27.92
1005.0,27.5,6.84,73.4,5.95,194.3,11.89,1.2,TMS 98/0505,Sandy,27.42
1250.6,25.0,5.58,81.6,6.29,52.9,15.13,32.5,TMS 98/0505,Sandy,22.44
1332.6,30.5,4.83,84.0,4.66,169.3,13.27,0.0,TME 419,Loam,27.71
872.9,23.5,5.92,69.3,4.47,220.8,12.88,3.6,TMS 98/0505,Sandy-Loam,29.78
1623.3,28.5,6.02,67.3,5.78,119.9,9.23,12.4,TMS 30572,Clay,27.91
1170.4,30.5,6.11,72.3,7.13,70.9,10.57,34.2,TMS 30572,Loam,27.88
1205.7,28.4,6.95,56.2,5.72,127.4,6.7,11.9,Local,Clay,21.98
1412.5,26.4,5.83,67.7,5.28,87.0,11.25,14.7,TMS 98/0505,Clay,28.59
1270.0,25.4,5.92,78.9,5.52,83.0,10.69,29.3,TMS 30572,Loam,29.21
1485.9,30.1,5.23,77.7,5.95,146.0,10.06,12.0,TMS 30572,Sandy,21.73
1286.1,22.7,6.57,66.8,6.08,23.8,12.57,3.2,Local,Clay,20.6
1016.3,24.1,6.13,72.6,9.1,33.4,6.98,10.8,Local,Loam,24.2
1308.5,25.8,5.71,60.1,7.77,121.2,14.09,28.7,TMS 98/0505,Sandy,26.04
856.9,30.7,4.67,78.4,7.73,118.7,12.25,15.7,TME 419,Loam,24.83
1232.6,28.1,7.01,69.1,7.9,140.6,9.82,34.3,TME 419,Sandy-Loam,27.47
1190.0,24.1,5.14,66.7,5.3,232.5,9.63,22.4,TMS 30572,Loam,25.93
1137.6,26.1,5.59,65.7,5.03,126.3,11.2,8.6,Local,Sandy-Loam,24.5
1161.4,25.2,6.25,69.2,5.17,155.9,13.8,15.5,TME 419,Sandy,25.79
635.4,24.9,5.16,64.6,8.1,61.5,10.25,6.5,TME 419,Clay,21.72
1035.4,29.9,4.95,77.9,5.84,166.1,10.36,8.3,TME 419,Sandy,27.15
1227.9,22.9,4.51,65.3,5.0,88.4,10.05,59.8,TME 419,Loam,21.11
1248.0,31.8,6.5,89.1,5.98,124.3,14.46,25.2,Local,Loam,23.03
891.7,29.5,5.62,87.6,6.21,113.5,9.08,23.6,Local,Loam,22.66
1579.7,30.3,8.05,59.3,6.82,182.0,9.93,8.8,TMS 30572,Clay,22.53
940.1,25.6,5.3,70.8,6.8,41.4,13.66,30.7,TMS 98/0505,Clay,23.87
1490.8,26.6,5.35,62.2,5.51,0.0,10.37,26.0,TME 419,Loam,23.13
1328.2,22.7,5.6,66.1,7.32,107.2,12.84,33.8,Local,Sandy-Loam,23.23
1006.1,25.4,6.17,94.0,5.73,148.1,7.72,33.3,Local,Loam,22.6
1732.6,28.5,5.67,66.3,6.31,129.1,9.49,0.2,TMS 30572,Sandy,27.41
841.9,30.9,6.43,74.3,7.32,193.9,13.71,3.9,TMS 98/0505,Sandy,25.43
1475.7,23.7,5.31,76.5,5.73,146.2,8.31,5.0,TME 419,Loam,27.4
1500.2,25.9,5.03,58.0,5.82,86.2,9.62,5.6,Local,Clay,21.56
998.8,26.5,4.74,59.7,7.21,0.0,10.64,18.2,TMS 30572,Sandy,19.36
1617.7,22.8,4.44,55.5,5.47,105.8,7.53,9.3,TMS 30572,Sandy,18.71
1125.0,28.8,5.64,59.4,6.04,181.7,8.97,35.7,TME 419,Sandy,23.11
1286.6,24.8,5.79,35.8,7.17,96.5,10.28,34.0,TMS 30572,Loam,28.18
1278.1,26.4,5.56,76.5,8.96,121.7,10.12,14.9,TMS 30572,Sandy,28.28
1159.7,25.6,6.87,94.7,7.23,145.3,13.2,34.6,TMS 98/0505,Sandy,24.69
1443.2,24.6,6.86,71.8,7.07,59.1,13.85,29.9,Local,Loam,19.45
1438.0,27.0,5.77,53.0,7.14,157.4,7.86,10.5,TMS 98/0505,Clay,31.45
675.4,26.4,4.74,62.3,5.21,218.2,10.28,0.0,TME 419,Loam,25.83
1591.3,25.9,5.6,64.5,6.64,109.6,11.69,12.8,TMS 30572,Loam,28.63
701.3,24.8,5.58,57.8,6.46,52.3,13.79,8.6,TME 419,Sandy,21.59
1509.8,28.0,5.54,80.3,6.89,116.0,11.8,17.1,TME 419,Sandy-Loam,27.95
1538.0,32.0,5.51,79.7,6.64,0.0,10.73,15.9,TMS 30572,Loam,24.65
872.7,27.4,5.54,56.1,6.96,140.2,11.67,15.6,TME 419,Sandy-Loam,28.1
1076.8,30.0,5.73,78.7,6.13,147.1,11.68,20.2,Local,Sandy-Loam,22.63
868.3,22.8,5.56,88.3,6.57,220.5,7.68,2.9,TME 419,Clay,25.02
1135.5,27.5,6.15,92.8,5.03,108.4,10.48,19.1,TME 419,Sandy,27.35
1107.6,23.7,6.25,100.0,6.12,144.5,13.65,10.6,Local,Loam,24.33
1433.9,22.6,5.36,59.2,8.17,68.3,9.48,17.0,TMS 98/0505,Sandy,24.29
1593.1,24.8,6.89,100.0,6.88,98.6,10.32,24.6,Local,Sandy-Loam,20.74
1618.7,30.6,5.31,65.7,6.47,28.5,9.39,2.8,TME 419,Clay,25.4
1031.3,29.9,4.87,62.9,8.78,108.3,4.22,12.2,Local,Sandy-Loam,22.26
1137.2,27.7,6.27,73.9,4.87,101.7,10.05,13.8,TME 419,Clay,27.54
695.0,22.4,5.43,63.0,5.17,138.0,10.75,9.9,TME 419,Loam,25.25
958.2,26.4,6.22,74.8,8.56,82.6,8.72,24.0,TME 419,Loam,28.92
1489.5,27.9,4.32,54.2,6.56,125.0,7.11,7.8,Local,Loam,22.51
1684.7,27.5,6.97,67.1,6.21,100.0,7.8,9.4,Local,Loam,25.84
829.7,21.5,6.47,85.4,5.06,100.1,11.91,7.9,TMS 30572,Clay,23.29
1022.3,24.3,4.95,69.3,7.04,124.8,14.93,25.9,TMS 30572,Sandy-Loam,20.7
1192.1,26.8,4.96,71.7,7.15,122.4,13.46,10.1,TME 419,Loam,27.54
1284.0,28.6,7.17,75.7,5.19,165.7,6.64,19.6,Local,Sandy-Loam,23.63
957.1,20.4,5.48,84.0,6.33,112.8,12.14,34.8,TMS 98/0505,Sandy-Loam,22.53
1327.2,26.5,5.42,50.1,6.1,99.0,8.34,14.3,Local,Loam,23.96
1057.8,27.4,4.41,77.0,6.81,109.2,8.54,26.1,TMS 98/0505,Loam,24.69
1195.7,29.5,5.75,66.8,5.16,77.1,8.85,31.7,TME 419,Clay,24.47
1363.9,29.1,5.84,72.0,8.0,98.4,11.77,25.3,TME 419,Loam,27.88
1201.9,28.7,6.5,82.7,7.6,241.9,12.4,14.8,TMS 30572,Sandy,28.86
1069.1,24.6,5.02,55.7,6.06,65.2,9.75,21.4,TMS 98/0505,Loam,26.78
1167.1,21.3,4.94,57.8,6.24,103.3,9.8,2.1,TME 419,Sandy-Loam,23.18
1173.5,25.8,6.32,46.8,6.34,96.8,11.16,7.2,TME 419,Sandy,26.37
1089.0,30.0,6.7,63.4,5.57,105.2,11.42,9.0,TME 419,Clay,24.5
1122.4,31.2,4.9,86.0,5.97,100.1,12.94,37.4,TMS 98/0505,Sandy-Loam,25.89
1679.6,29.1,6.76,68.6,6.18,136.8,6.79,6.9,TMS 30572,Clay,28.06
1368.3,28.3,6.03,53.9,8.44,17.4,10.05,6.7,Local,Loam,26.86
1111.4,28.1,6.76,64.2,7.64,182.2,7.33,4.6,Local,Clay,23.8
1409.1,25.3,5.95,52.1,7.62,158.0,9.87,20.6,Local,Loam,24.48
1099.9,26.6,4.23,56.5,6.94,45.4,9.43,16.4,Local,Sandy,15.38
1551.9,32.0,5.89,74.7,5.16,0.0,9.88,25.9,Local,Sandy-Loam,18.17
1310.9,24.2,6.74,55.9,6.45,61.4,8.0,21.7,TMS 30572,Loam,26.49
1167.8,31.8,5.37,83.4,7.66,105.4,6.28,1.2,Local,Clay,21.58
1334.3,26.0,5.73,69.1,4.99,274.8,4.76,6.9,TME 419,Loam,28.08
728.7,31.0,5.88,71.0,7.26,152.6,9.67,28.7,TMS 30572,Sandy,22.67
862.0,22.8,3.97,66.7,9.29,11.5,8.92,13.0,Local,Sandy-Loam,15.18
841.8,28.8,7.17,79.3,7.77,78.6,8.31,26.9,Local,Clay,20.11
1242.9,24.8,5.37,79.4,8.2,116.8,13.31,13.5,Local,Sandy,20.64
1719.8,22.8,6.35,74.0,6.76,135.2,7.85,5.3,Local,Sandy-Loam,22.23
1869.4,27.7,5.94,76.8,7.66,41.1,13.54,12.0,TMS 30572,Clay,23.86
1391.4,30.0,6.88,67.5,5.64,111.9,14.06,5.3,TMS 30572,Loam,31.42
1350.3,24.5,6.28,76.5,7.46,76.9,5.12,9.3,Local,Clay,21.26
659.7,22.5,5.84,65.9,7.29,53.8,10.23,17.0,TME 419,Sandy,22.78
1037.2,26.7,5.37,70.0,6.85,135.6,9.0,20.1,Local,Loam,24.62
963.7,26.7,6.56,66.7,8.08,166.4,4.0,0.0,TME 419,Sandy,21.82
1013.7,28.6,4.69,64.5,5.85,170.5,6.39,14.8,TME 419,Loam,27.48
1149.6,29.8,6.45,61.7,6.28,154.5,11.94,9.1,TME 419,Loam,30.34
1058.4,26.8,5.23,75.6,6.61,90.2,15.05,8.5,TME 419,Sandy-Loam,24.88
606.2,32.6,6.88,85.7,5.26,162.9,12.26,16.3,Local,Clay,19.29
1424.4,27.7,6.11,84.1,6.77,138.5,10.81,9.5,TMS 30572,Sandy,25.72
878.2,26.0,6.45,54.9,4.44,128.0,9.95,28.8,TMS 98/0505,Sandy-Loam,29.31
1271.8,22.2,6.06,85.5,7.76,83.3,14.21,26.9,TMS 98/0505,Loam,26.24
1822.2,26.2,4.77,66.2,6.56,90.2,15.37,26.8,Local,Clay,15.87
924.2,26.0,5.4,77.2,5.87,124.4,8.53,10.1,TMS 30572,Sandy,24.21
440.9,29.9,6.47,59.1,5.5,266.4,5.0,5.4,TMS 30572,Sandy-Loam,25.79
1114.2,28.4,6.12,71.7,6.22,138.1,4.75,15.8,TMS 98/0505,Sandy-Loam,30.28
1530.3,23.5,6.83,73.8,7.33,83.3,13.3,13.5,Local,Clay,23.56
1787.5,27.5,6.28,52.2,7.16,70.1,9.88,8.9,TMS 30572,Sandy-Loam,27.4
831.1,29.0,5.32,77.3,5.65,90.5,10.46,3.2,Local,Loam,24.89
1349.0,31.6,5.44,86.2,5.48,250.6,5.52,14.6,TMS 30572,Sandy-Loam,27.11
1060.4,29.7,6.07,67.9,7.29,96.0,8.12,11.0,TME 419,Loam,28.03
1168.2,29.3,4.38,86.3,5.63,174.4,9.26,21.9,TMS 30572,Sandy,24.15
1993.3,27.2,7.17,67.7,6.57,97.4,10.52,21.7,TMS 98/0505,Clay,26.2
749.1,28.2,6.31,80.2,6.65,135.7,9.0,26.0,TME 419,Clay,25.27
1276.1,30.7,6.86,43.4,6.87,167.5,7.41,2.4,TME 419,Loam,30.56
1340.3,23.0,4.89,99.0,7.53,85.7,8.04,19.0,Local,Sandy,19.18
1525.7,26.0,6.87,87.9,4.98,81.5,13.02,7.7,TME 419,Sandy,24.22
1229.4,24.7,7.56,66.6,4.21,219.5,10.61,2.8,TME 419,Loam,27.37
1292.4,28.1,5.08,46.3,5.82,179.1,11.53,10.7,Local,Sandy,22.1
1082.5,30.7,6.54,73.5,8.66,167.4,7.75,25.7,TMS 98/0505,Sandy,25.45
1280.7,25.2,6.0,52.7,8.93,167.2,4.0,11.3,Local,Loam,26.76
1097.0,19.8,4.92,75.3,8.7,147.6,8.69,30.7,TMS 30572,Sandy-Loam,22.51
1386.5,25.8,6.35,74.9,6.27,241.1,7.83,20.5,TMS 98/0505,Clay,30.12
1089.1,29.7,6.58,58.7,4.36,122.6,10.87,11.1,TMS 98/0505,Loam,29.87
1313.1,28.6,5.58,83.5,3.69,154.6,18.21,26.6,TMS 30572,Sandy-Loam,24.11
1191.2,28.3,6.82,79.7,5.76,32.9,11.74,19.5,Local,Clay,21.0
1537.8,26.2,4.83,81.7,6.26,70.5,16.84,5.7,TMS 30572,Loam,24.19
1184.6,23.2,4.95,70.1,8.06,48.0,11.42,33.6,Local,Loam,20.2
668.1,28.5,6.1,53.0,7.54,196.4,8.43,17.6,TMS 98/0505,Loam,31.12
1578.6,24.5,6.02,81.7,6.77,0.0,10.87,15.2,TMS 30572,Sandy,18.45
928.3,33.6,5.5,66.8,5.43,95.9,14.45,6.4,TMS 30572,Loam,24.92
1003.9,28.7,6.57,53.3,5.35,0.0,14.57,26.8,Local,Loam,17.37
1021.3,25.3,6.37,86.2,6.8,70.1,8.56,20.2,TME 419,Loam,26.39
1612.3,25.2,6.6,95.2,7.34,90.5,10.63,21.3,TMS 30572,Clay,27.72
559.3,26.7,5.91,69.5,6.97,203.1,6.43,9.9,TMS 98/0505,Loam,30.65
2141.3,26.3,6.42,95.9,5.26,143.8,12.06,23.3,Local,Clay,19.71
1516.8,30.4,5.69,71.1,7.28,70.0,13.88,24.1,TMS 98/0505,Loam,27.63
1267.0,27.6,7.44,65.4,7.01,184.0,10.1,8.3,Local,Sandy-Loam,25.46
1183.5,24.8,5.43,62.4,5.22,121.1,8.33,0.8,TMS 30572,Loam,27.19
1285.7,32.7,7.47,89.6,5.56,122.3,10.9,20.8,TMS 30572,Sandy-Loam,27.52
1356.3,27.1,6.02,60.6,7.33,47.8,11.04,0.0,Local,Sandy-Loam,24.43
1393.6,29.3,5.04,78.8,6.22,60.6,10.2,16.5,Local,Clay,20.24
1366.7,25.2,6.96,63.3,8.41,70.5,10.45,10.5,TMS 30572,Clay,26.22
1226.9,28.1,6.09,64.5,7.1,122.8,9.57,27.2,TME 419,Sandy,23.72
1140.8,27.9,6.6,82.4,5.92,124.7,12.49,11.1,Local,Sandy-Loam,27.04
1154.6,21.3,6.86,65.4,6.49,212.6,11.84,26.1,TMS 30572,Sandy,24.19
1141.5,33.0,6.24,65.1,6.58,143.1,7.54,9.9,TMS 30572,Loam,30.65
1540.1,30.9,5.59,83.6,5.63,0.0,7.47,25.0,TME 419,Loam,20.99
1378.1,25.8,6.68,89.2,5.4,135.8,9.36,35.6,Local,Loam,23.58
317.9,23.7,6.0,77.7,7.34,33.0,11.84,4.3,Local,Clay,19.18
1396.8,28.0,6.48,62.1,7.51,62.0,10.37,17.9,TMS 30572,Sandy-Loam,28.76
1258.4,27.3,4.49,63.9,7.22,71.3,8.39,42.5,TME 419,Loam,20.94
1194.4,28.1,6.31,71.0,8.32,80.2,10.65,15.7,TMS 30572,Sandy-Loam,30.69
1083.4,27.6,5.55,73.9,5.85,37.5,9.17,15.6,TMS 30572,Loam,28.29
1537.2,28.5,7.16,58.1,8.51,132.2,12.2,22.9,TME 419,Sandy,22.71
1484.3,31.3,6.44,78.7,5.42,35.4,10.83,15.4,Local,Sandy,17.89
968.1,28.7,6.17,71.0,5.28,141.4,9.21,0.0,TMS 98/0505,Clay,29.82
1322.1,23.9,6.34,49.4,4.39,254.2,10.58,26.3,TME 419,Sandy,26.75
908.5,31.1,5.3,58.9,5.97,40.2,13.29,0.0,TMS 30572,Loam,25.89
786.1,31.9,7.14,64.0,5.9,102.9,8.58,10.8,TMS 98/0505,Sandy,24.43
1012.0,36.5,7.39,69.1,7.13,0.0,11.01,27.1,TMS 98/0505,Loam,21.28
1458.7,23.6,6.28,92.7,6.79,101.9,9.82,11.4,TME 419,Clay,24.23
1485.9,27.7,7.11,72.9,5.07,158.6,11.07,8.1,Local,Loam,24.36
1353.9,20.8,5.6,59.9,6.03,163.2,8.36,23.8,TMS 98/0505,Sandy,22.32
1417.5,28.7,5.44,72.6,6.05,124.6,10.28,6.5,TMS 30572,Loam,31.18
1354.9,25.4,6.03,65.8,4.37,173.4,12.77,2.8,TME 419,Loam,31.07
1007.6,32.8,6.3,73.9,5.32,272.8,7.66,17.7,TME 419,Sandy,24.66
1329.6,24.7,5.72,77.0,5.58,222.7,6.68,13.2,TME 419,Loam,27.44
1440.1,21.9,6.38,84.5,8.22,88.6,6.77,2.6,TMS 98/0505,Clay,26.64
1426.3,25.6,6.21,69.7,6.73,32.9,7.07,21.4,TME 419,Sandy,22.85
1556.7,21.1,5.3,89.7,7.29,95.6,11.49,19.6,TMS 30572,Loam,24.44
1412.5,29.3,6.36,80.9,4.7,63.2,6.49,11.4,TMS 30572,Loam,28.49
1305.4,20.8,6.6,61.5,7.93,147.1,9.26,12.1,TMS 30572,Loam,28.79
1521.0,27.1,6.12,96.5,8.06,49.1,11.55,19.7,TMS 30572,Loam,29.32
1192.0,20.8,6.81,73.9,4.1,115.6,11.04,26.9,TMS 98/0505,Loam,26.08
935.4,26.0,5.15,60.0,5.65,170.3,9.04,12.2,TME 419,Loam,27.24
1151.1,31.9,6.33,89.8,7.09,114.0,10.48,21.5,Local,Clay,21.93
976.5,28.1,5.18,94.9,7.27,63.2,10.27,20.7,TMS 30572,Sandy,21.87
